stat_name,statcategory,ssg,en_stat_name
"{""de_de"":""Kills mit Caduceus-Pistole – Durchschnitt"",""en_gb"":""Blaster |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Blaster |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con pistola: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Bláster - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Miséricorde - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Caduceo - Media"",""ja_jp"":""〈カデュケウス・ブラスター〉キル - 平均"",""ko_kr"":""블라스터로 처치 - 평균"",""pl_pl"":""Zabici Blasterem Energetycznym |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Desintegrador - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Desintegrador - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; бластером (в среднем)"",""zh_cn"":""平均冲击枪消灭"",""zh_tw"":""天使光槍平均擊殺數""}",Hero,909,Blaster |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Wiederbelebte Spieler – Durchschnitt"",""en_gb"":""|Rpl {0}:Player:Players; Resurrected - Average"",""en_us"":""|Rpl {0}:Player:Players; Resurrected - Average"",""es_es"":""|Rpl {0}:Jugador resucitado:Jugadores resucitados;: media"",""es_mx"":""|Rpl {0}:Jugador resucitado:Jugadores resucitados; - Promedio"",""fr_fr"":""|Rpl {0}:Joueur ressuscité:Joueurs ressuscités; - Moyenne"",""it_it"":""|Rpl {0}:Giocatore riportato:Giocatori riportati; in vita - Media"",""ja_jp"":""プレイヤー蘇生 - 平均"",""ko_kr"":""부활한 플레이어 - 평균"",""pl_pl"":""Wskrzeszeni gracze |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Jogador ressuscitado:Jogadores ressuscitados; - média"",""pt_pt"":""|Rpl {0}:Jogador ressuscitado:Jogadores ressuscitados; - média"",""ru_ru"":""|Rpl {0}:Игрок воскрешен:Игрока воскрешено:Игроков воскрешено; (в среднем)"",""zh_cn"":""平均复活玩家"",""zh_tw"":""平均復活的玩家數""}",Hero,910,|Rpl {0}:Player:Players; Resurrected - Average
"{""de_de"":""Gerettete Spieler – Durchschnitt"",""en_gb"":""|Rpl {0}:Player:Players; Saved - Average"",""en_us"":""|Rpl {0}:Player:Players; Saved - Average"",""es_es"":""|Rpl {0}:Jugador salvado:Jugadores salvados;: media"",""es_mx"":""|Rpl {0}:Jugador salvado:Jugadores salvados; - Promedio"",""fr_fr"":""|Rpl {0}:Joueur sauvé:Joueurs sauvés; - Moyenne"",""it_it"":""|Rpl {0}:Giocatore salvato:Giocatori salvati; - Media"",""ja_jp"":""プレイヤー救出 - 平均"",""ko_kr"":""구한 플레이어 - 평균"",""pl_pl"":""Ocaleni gracze |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Jogador salvo:Jogadores salvos; - média"",""pt_pt"":""|Rpl {0}:Jogador salvo:Jogadores salvos; - média"",""ru_ru"":""|Rpl {0}:Игрок спасен:Игрока спасено:Игроков спасено; (в среднем)"",""zh_cn"":""平均拯救玩家"",""zh_tw"":""平均拯救玩家數""}",Hero,911,|Rpl {0}:Player:Players; Saved - Average
"{""de_de"":""Kills mit Drachenschlag – Durchschnitt"",""en_gb"":""Dragonstrike |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Dragonstrike |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Ataque del dragón: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Golpe dragón - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Frappe du dragon - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Assalto del Drago - Media"",""ja_jp"":""〈龍撃波〉キル - 平均"",""ko_kr"":""용의 일격으로 처치 - 평균"",""pl_pl"":""Zabici Smoczą Strzałą |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Golpe do Dragão - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Golpe do Dragão - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Ударом дракона» (в среднем)"",""zh_cn"":""平均“竜”消灭"",""zh_tw"":""龍魂擊平均擊殺數""}",Hero,912,Dragonstrike |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills mit Streupfeilen – Durchschnitt"",""en_gb"":""Scatter Arrow |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Scatter Arrow |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Flecha de dispersión: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Flecha desperdigante - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Mille-flèches - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Freccia Infida - Media"",""ja_jp"":""〈矢散五裂〉キル - 平均"",""ko_kr"":""갈래 화살로 처치 - 평균"",""pl_pl"":""Zabici Strzałą Rozpryskową |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Flecha Dispersora - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Flecha Dispersora - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Кластерной стрелой» (в среднем)"",""zh_cn"":""平均“散”消灭"",""zh_tw"":""裂破箭平均擊殺數""}",Hero,913,Scatter Arrow |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills mit Revolverheld – Durchschnitt"",""en_gb"":""Deadeye |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Deadeye |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Sin perdón: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Tiro certero - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; d’Implacable - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Scarica di Piombo - Media"",""ja_jp"":""〈デッド・アイ〉キル - 平均"",""ko_kr"":""황야의 무법자로 처치 - 평균"",""pl_pl"":""Zabici Przycelowaniem |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Tiro Certeiro - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Tiro Certeiro - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Метким стрелком» (в среднем)"",""zh_cn"":""平均神射手消灭"",""zh_tw"":""彈無虛發平均擊殺數""}",Hero,914,Deadeye |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Geblockter Schaden – Durchschnitt"",""en_gb"":""Damage Blocked - Average"",""en_us"":""Damage Blocked - Average"",""es_es"":""Daño bloqueado: media"",""es_mx"":""Promedio de daño bloqueado"",""fr_fr"":""Dégâts bloqués - Moyenne"",""it_it"":""Danni bloccati - Media"",""ja_jp"":""ブロックしたダメージ - 平均"",""ko_kr"":""막은 피해 - 평균"",""pl_pl"":""Zablokowane obrażenia – średnia"",""pt_br"":"" Dano bloqueado  - média"",""pt_pt"":"" Dano bloqueado  - média"",""ru_ru"":""Урона заблокировано (в среднем)"",""zh_cn"":""平均阻挡伤害量"",""zh_tw"":""平均傷害格擋量""}",Hero,916,Damage Blocked - Average
"{""de_de"":""Angeforderte Mechs – Durchschnitt"",""en_gb"":""|Rpl {0}:Mech:Mechs; Called - Average"",""en_us"":""|Rpl {0}:Mech:Mechs; Called - Average"",""es_es"":""|Rpl {0}:Meca solicitado:Mecas solicitados;: media"",""es_mx"":""|Rpl {0}:Armadura robótica invocada:Armaduras robóticas invocadas; - Promedio"",""fr_fr"":""|Rpl {0}:Méca appelé:Mécas appelés; - Moyenne"",""it_it"":""|Rpl {0}:Mech richiamato:Mech richiamati; - Media"",""ja_jp"":""メック召喚 - 平均"",""ko_kr"":""호출한 메카 - 평균"",""pl_pl"":""Wezwane mechy |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl  {0}:Mecha chamado:Mechas chamados; - média"",""pt_pt"":""|Rpl  {0}:Mecha chamado:Mechas chamados; - média"",""ru_ru"":""|Rpl {0}:Меха вызвана:Мехи вызвано:Мех вызвано; (в среднем)"",""zh_cn"":""平均呼叫机甲"",""zh_tw"":""平均空投機甲數""}",Hero,917,|Rpl {0}:Mech:Mechs; Called - Average
"{""de_de"":""Kills mit Selbst{d}zerstörung – Durchschnitt"",""en_gb"":""Self-Destruct |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Self-Destruct |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Autodestrucción: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Autodestrucción - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; d’Autodestruction - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Autodistruzione - Media"",""ja_jp"":""〈自爆〉キル - 平均"",""ko_kr"":""자폭으로 처치 - 평균"",""pl_pl"":""Zabici Samozniszczeniem |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Autodestruir - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Autodestruir - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Самоуничтожением» (в среднем)"",""zh_cn"":""平均自毁消灭"",""zh_tw"":""自爆平均擊殺數""}",Hero,918,Self-Destruct |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Verliehene Sound{d}barrieren – Durchschnitt"",""en_gb"":""Sound |Rpl {0}:Barrier:Barriers; Provided - Average"",""en_us"":""Sound |Rpl {0}:Barrier:Barriers; Provided - Average"",""es_es"":""|Rpl {0}:Barrera de sonido proporcionada:Barreras de sonido proporcionadas;: media"",""es_mx"":""|Rpl {0}:Barrera de sonido proporcionada:Barreras de sonido proporcionadas; - Promedio"",""fr_fr"":""|Rpl {0}:Protection octroyée:Protections octroyées; par Mur de son - Moyenne"",""it_it"":""|Rpl {0}:Barriera Sonora fornita:Barriere Sonore fornite; - Media"",""ja_jp"":""〈サウンド・バリア〉付与 - 平均"",""ko_kr"":""소리 방벽 제공 - 평균"",""pl_pl"":""Bariery Dźwiękowe |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Barreira de Som fornecida:Barreiras de Som fornecidas; - média"",""pt_pt"":""|Rpl {0}:Barreira de Som fornecida:Barreiras de Som fornecidas; - média"",""ru_ru"":""|Rpl {0}:Наложение:Наложения:Наложений; «Звукового барьера» (в среднем)"",""zh_cn"":""平均提供音障"",""zh_tw"":""音波屏障平均提供數""}",Hero,919,Sound |Rpl {0}:Barrier:Barriers; Provided - Average
"{""de_de"":""Gesamtschaden –Ø pro 10 Min."",""en_gb"":""All Damage Done - Avg per 10 Min"",""en_us"":""All Damage Done - Avg per 10 Min"",""es_es"":""Daño total infligido: media en 10 min"",""es_mx"":""Todo el daño infligido - Promedio por 10 minutos"",""fr_fr"":""Dégâts infligés (tous) - Moyenne en 10 min"",""it_it"":""Danni totali inflitti - Media 10 min."",""ja_jp"":""与えたダメージ（全体） - 10分平均値"",""ko_kr"":""준 모든 피해 - 10분당 평균"",""pl_pl"":""Wszystkie zadane obrażenia – średnio na 10 min."",""pt_br"":""Todo dano causado - média por 10 min"",""pt_pt"":""Todo dano causado - média por 10 min"",""ru_ru"":""Нанесено урона (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟伤害总量"",""zh_tw"":""平均每十分鐘總傷害量""}",Hero,920,All Damage Done - Avg per 10 Min
"{""de_de"":""Eliminierungen – Durchschnitt"",""en_gb"":""|Rpl {0}:Elimination:Eliminations; - Average"",""en_us"":""|Rpl {0}:Elimination:Eliminations; - Average"",""es_es"":""|Rpl {0}:Eliminación:Eliminaciones;: media"",""es_mx"":""|Rpl {0}:Eliminación:Eliminaciones; - Promedio"",""fr_fr"":""|Rpl {0}:Élimination:Éliminations; - Moyenne"",""it_it"":""|Rpl {0}:Eliminazione:Eliminazioni; - Media"",""ja_jp"":""キル - 平均"",""ko_kr"":""처치 - 평균"",""pl_pl"":""Likwidacje |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Eliminação:Eliminações; - média"",""pt_pt"":""|Rpl {0}:Eliminação:Eliminações; - média"",""ru_ru"":""|Rpl {0}:Убийство:Убийства:Убийств; (в среднем)"",""zh_cn"":""平均消灭"",""zh_tw"":""平均擊殺數""}",Hero,921,|Rpl {0}:Elimination:Eliminations; - Average
"{""de_de"":""Todesstöße – Durchschnitt"",""en_gb"":""Final |Rpl {0}:Blow:Blows; - Average"",""en_us"":""Final |Rpl {0}:Blow:Blows; - Average"",""es_es"":""|Rpl {0}:Golpe:Golpes; de gracia: media"",""es_mx"":""|Rpl {0}:Golpe:Golpes; de gracia - Promedio"",""fr_fr"":""|Rpl {0}:Coup:Coups; de grâce - Moyenne"",""it_it"":""|Rpl {0}:Colpo:Colpi; di grazia - Media"",""ja_jp"":""ファイナル・ブロウ - 平均"",""ko_kr"":""결정타 - 평균"",""pl_pl"":""Trafienia kończące |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Golpe final:Golpes finais; - média"",""pt_pt"":""|Rpl {0}:Golpe final:Golpes finais; - média"",""ru_ru"":""|Rpl {0}:Смертельный удар:Смертельных удара:Смертельных ударов; (в среднем)"",""zh_cn"":""平均最后一击"",""zh_tw"":""平均最後一擊""}",Hero,922,Final |Rpl {0}:Blow:Blows; - Average
"{""de_de"":""Verursachte Heilung – Durchschnitt"",""en_gb"":""Healing Done - Average"",""en_us"":""Healing Done - Average"",""es_es"":""Sanación realizada: media"",""es_mx"":""Promedio de sanación realizada"",""fr_fr"":""Soins prodigués - Moyenne"",""it_it"":""Cure fornite - Media"",""ja_jp"":""回復したライフ - 平均"",""ko_kr"":""치유 - 평균"",""pl_pl"":""Wyleczone obrażenia – średnia"",""pt_br"":""Cura realizada - média"",""pt_pt"":""Cura realizada - média"",""ru_ru"":""Объем исцеления (в среднем)"",""zh_cn"":""平均治疗量"",""zh_tw"":""平均治療量""}",Hero,923,Healing Done - Average
"{""de_de"":""Zielfortschritt-Kills – Durchschnitt"",""en_gb"":""Objective |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Objective |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en objetivos: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; en objetivo - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; sur objectif - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; presso l'obiettivo - Media"",""ja_jp"":""目標貢献キル - 平均"",""ko_kr"":""임무 기여 처치 - 평균"",""pl_pl"":""Zabici przy celu |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; de objetivo - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; de objetivo - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; у объектов (в среднем)"",""zh_cn"":""平均目标攻防消灭"",""zh_tw"":""平均攻防擊殺""}",Hero,924,Objective |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Zielfortschritt-Zeit – Durchschnitt"",""en_gb"":""Objective Time - Average"",""en_us"":""Objective Time - Average"",""es_es"":""Tiempo en objetivos: media"",""es_mx"":""Promedio de tiempo en objetivo"",""fr_fr"":""Temps sur objectif - Moyenne"",""it_it"":""Tempo presso l'obiettivo - Media"",""ja_jp"":""目標貢献タイム - 平均"",""ko_kr"":""임무 기여 시간 - 평균"",""pl_pl"":""Czas przy celu – średnia"",""pt_br"":""Tempo de objetivo - média"",""pt_pt"":""Tempo de objetivo - média"",""ru_ru"":""Выполнение задач (в среднем, сек.)"",""zh_cn"":""平均目标攻防时间"",""zh_tw"":""平均目標攻防時間""}",Hero,925,Objective Time - Average
"{""de_de"":""Solokills – Durchschnitt"",""en_gb"":""Solo |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Solo |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en solitario: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; a solas - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; en solo - Moyenne"",""it_it"":""|Rpl {0}:Uccisione solitaria:Uccisioni solitarie; - Media"",""ja_jp"":""単独キル - 平均"",""ko_kr"":""단독 처치 - 평균"",""pl_pl"":""Zabici w pojedynkę |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate individual:Abates individuais; - média"",""pt_pt"":""|Rpl {0}:Abate individual:Abates individuais; - média"",""ru_ru"":""|Rpl {0}:Одиночное убийство:Одиночных убийства:Одиночных убийств; (в среднем)"",""zh_cn"":""平均单独消灭"",""zh_tw"":""平均單人擊殺數""}",Hero,926,Solo |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Reflek{d}tierter Schaden – Durchschnitt"",""en_gb"":""Damage Reflected - Average"",""en_us"":""Damage Reflected - Average"",""es_es"":""Daño reflejado: media"",""es_mx"":""Promedio de daño Reflejado"",""fr_fr"":""Dégâts renvoyés - Moyenne"",""it_it"":""Danni riflessi - Media"",""ja_jp"":""反射ダメージ - 平均"",""ko_kr"":""튕겨낸 피해 - 평균"",""pl_pl"":""Odbite obrażenia – średnia"",""pt_br"":""Dano refletido - média"",""pt_pt"":""Dano refletido - média"",""ru_ru"":""Урона отражено (в среднем)"",""zh_cn"":""平均反弹伤害量"",""zh_tw"":""招架平均傷害量""}",Hero,928,Damage Reflected - Average
"{""de_de"":""Kills mit Drachenklinge – Durchschnitt"",""en_gb"":""Dragonblade |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Dragonblade |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Hoja del dragón: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Hoja dragón - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Lame du dragon - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Spada del Drago - Media"",""ja_jp"":""〈龍撃剣〉キル - 平均"",""ko_kr"":""용검으로 처치 - 평균"",""pl_pl"":""Zabici Smoczym Mieczem |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Lâmina do Dragão - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Lâmina do Dragão - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Клинком дракона» (в среднем)"",""zh_cn"":""平均“斩”消灭"",""zh_tw"":""龍一文字平均擊殺數""}",Hero,929,Dragonblade |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills als Aufklärer – Durchschnitt"",""en_gb"":""Recon |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Recon |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en Modo reconocimiento: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; en Modo reconocimiento - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Reconnaissance - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; in Assetto Ricognitore - Media"",""ja_jp"":""〈偵察モード〉キル - 平均"",""ko_kr"":""수색 모드로 처치 - 평균"",""pl_pl"":""Zabici w Konfiguracji: Zwiadowca |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; em modo Reconhecimento - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; em modo Reconhecimento - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; в режиме разведки (в среднем)"",""zh_cn"":""平均侦察模式消灭"",""zh_tw"":""機動模式平均擊殺數""}",Hero,931,Recon |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills als Geschütz – Durchschnitt"",""en_gb"":""Sentry |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Sentry |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en Modo centinela: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; en Modo centinela - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Sentinelle - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; in Assetto Torretta - Media"",""ja_jp"":""〈セントリー・モード〉キル - 平均"",""ko_kr"":""경계 모드로 처치 - 평균"",""pl_pl"":""Zabici w Konfiguracji: Wartownik |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; em modo Sentinela - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; em modo Sentinela - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; в режиме турели (в среднем)"",""zh_cn"":""平均哨卫模式消灭"",""zh_tw"":""哨衛模式平均擊殺數""}",Hero,932,Sentry |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills als Panzer – Durchschnitt"",""en_gb"":""Tank |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Tank |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en Modo tanque: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; en Modo tanque - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Tank - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; in Assetto Carro Armato - Media"",""ja_jp"":""〈タンク・モード〉キル - 平均"",""ko_kr"":""전차 모드로 처치 - 평균"",""pl_pl"":""Zabici w Konfiguracji: Czołg |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; em modo Tanque - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; em modo Tanque - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; в режиме танка (в среднем)"",""zh_cn"":""平均坦克模式消灭"",""zh_tw"":""坦克模式平均擊殺數""}",Hero,933,Tank |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Erstellte Rüstungspakete – Durchschnitt"",""en_gb"":""Armor |Rpl {0}:Pack:Packs; Created - Average"",""en_us"":""Armor |Rpl {0}:Pack:Packs; Created - Average"",""es_es"":""|Rpl {0}:Pack de armadura creado:Packs de armadura creados;: media"",""es_mx"":""|Rpl {0}:Suministro de armadura creado:Suministros de armadura creados; - Promedio"",""fr_fr"":""|Rpl {0}:Module d’armure créé:Modules d’armure créés; - Moyenne"",""it_it"":""|Rpl {0}:Modulo d'armatura creato:Moduli d'armatura creati; - Media"",""ja_jp"":""〈アーマー・パック〉作成 - 平均"",""ko_kr"":""방어구 팩 생성 - 평균"",""pl_pl"":""Wykute Pancerze |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Implemento de Armadura criado:Implementos de Armadura criados; - média"",""pt_pt"":""|Rpl {0}:Implemento de Armadura criado:Implementos de Armadura criados; - média"",""ru_ru"":""|Rpl {0}:Комплект брони создан:Комплекта брони создано:Комплектов брони создано; (в среднем)"",""zh_cn"":""平均制造护甲包"",""zh_tw"":""平均製造的裝甲包數量""}",Hero,934,Armor |Rpl {0}:Pack:Packs; Created - Average
"{""de_de"":""Kills mit Geschmolzener Kern – Durchschnitt"",""en_gb"":""Molten Core |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Molten Core |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Fusión nuclear activa: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Núcleo de magma - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Cœur de magma - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Nucleo Ardente - Media"",""ja_jp"":""〈モルテン・コア〉キル - 平均"",""ko_kr"":""초고열 용광로로 처치 - 평균"",""pl_pl"":""Zabici Atakiem Wręcz |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Núcleo Fundido - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Núcleo Fundido - média"",""ru_ru"":""|Rpl {0}:Убийство:Убийства:Убийств; во время «Перегрева» (в среднем)"",""zh_cn"":""平均熔火核心消灭"",""zh_tw"":""爐心超載平均擊殺數""}",Hero,935,Molten Core |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills mit Torbjörn – Durchschnitt"",""en_gb"":""Torbjörn |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Torbjörn |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Torbjörn: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; de Torbjörn - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Torbjörn - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; di Torbjörn - Media"",""ja_jp"":""キル（本体） - 平均"",""ko_kr"":""토르비욘이 직접 처치 - 평균"",""pl_pl"":""Zabici jako Torbjörn |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; do Torbjörn - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; do Torbjörn - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; Торбьорном (в среднем)"",""zh_cn"":""平均托比昂消灭"",""zh_tw"":""托比昂平均擊殺數""}",Hero,936,Torbjörn |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Geschütz-Kills – Durchschnitt"",""en_gb"":""Turret |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Turret |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con torreta: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por torretas - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Tourelle - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Torretta - Media"",""ja_jp"":""タレット・キル - 平均"",""ko_kr"":""포탑으로 처치 - 평균"",""pl_pl"":""Zabici Wieżyczką |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Torre - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Torre - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; турелью (в среднем)"",""zh_cn"":""平均炮台消灭"",""zh_tw"":""砲塔平均擊殺數""}",Hero,937,Turret |Rpl {0}:Kill:Kills; - Average
"{""de_de"":""Kills mit Ansturm – Durchschnitt"",""en_gb"":""Charge |Rpl {0}:Kill:Kills; - Average"",""en_us"":""Charge |Rpl {0}:Kill:Kills; - Average"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Embestida: media"",""es_mx"":""|Rpl {0}:Derribo:Derribos; por Carga - Promedio"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Charge - Moyenne"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Carica - Media"",""ja_jp"":""〈チャージ〉キル - 平均"",""ko_kr"":""돌진으로 처치 - 평균"",""pl_pl"":""Zabici Szarżą |Rpl {0}:–:–:–; średnia"",""pt_br"":""|Rpl {0}:Abate:Abates; por Investida - média"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Investida - média"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Рывком» (в среднем)"",""zh_cn"":""平均冲锋消灭"",""zh_tw"":""衝鋒平均擊殺數""}",Hero,938,Charge |Rpl {0}:Kill:Kills; - Average
